codigo,valor_atual,min_52_semanas,max_52_semanas,valorizacao_12m,liquidez_media_diaria,dy,p/l,peg_ratio,p/vp,ev/ebitda,ev/ebit,p/ebitda,p/ebit,vpa,p/ativo,lpa,p/sr,p/cap_giro,p/ativo_circ_liq,div_liquida/pl,div_liquida/ebitda,div_liquida/ebit,pl/ativos,passivos/ativos,liq_corrente,m_bruta,m_ebitda,m_ebit,m_liquida,roe,roa,roic,giro_ativos,cagr_receitas_5_anos,cagr_lucros_5_anos,patrimonio_liquido,ativos,ativo_circulante,divida_bruta,disponibilidade,divida_liquida,valor_de_mercado,valor_de_firma,segmento_de_listagem,free_float,setor_de_atuacao,subsetor_de_atuacao,segmento_de_atuacao
AALR3,16.05,8.63,18.65,0.396,8833574.3,0.0,49.39,-0.36,1.57,9.61,17.83,7.16,13.28,10.19,0.73,0.32,1.64,-42.19,-0.93,0.51,2.32,4.3,0.46,0.52,0.93,0.314,0.229,0.123,0.033,0.032,0.015,0.061,0.45,0.058,0.0,1205650000.0,2604542000.0,566594000.0,767534000.0,152402000.0,615132000.0,1935270470.0,2550402470.0,Novo Mercado,0.458,Saúde,ServMédHospitAnálises e Diagnósticos,ServMédHospitAnálises e Diagnósticos
ABCB4,16.27,13.51,17.72,0.078,13997204.43,0.056,7.1,0.13,0.81,0.0,4.33,0.0,4.32,20.15,0.07,2.29,1.68,0.98,-0.08,0.0,0.0,0.0,0.09,0.91,2.68,0.459,0.0,0.388,0.236,0.114,0.01,0.0,0.04,0.012,0.059,4554960000.0,49883068000.0,5989585000.0,0.0,5989585000.0,0.0,3680747121.0,3680747121.0,Nível 2,0.302,Financeiro e Outros,Intermediários Financeiros,Bancos
ABEV3,14.81,13.21,18.8,-0.015,328300707.57,0.041,14.71,0.18,2.69,8.8,11.21,9.48,12.08,5.51,1.73,1.01,3.36,32.89,-2.41,-0.2,-0.69,-0.88,0.64,0.35,1.23,0.519,0.354,0.278,0.228,0.183,0.117,0.191,0.51,0.046,0.05,86771210000.0,135133255000.0,38197082000.0,3027713000.0,20000745000.0,-16973032000.0,233332781145.0,216359749145.0,,0.277,Consumo não Cíclico,Bebidas,Cervejas e Refrigerantes
ADHM3,1.56,0.0,0.0,0.0,0.0,0.0,-4.09,-0.58,-1.29,0.0,-5.69,0.0,-5.69,-1.21,105.12,-0.38,770.9,-1.43,-116.16,0.0,0.0,0.0,-81.72,82.72,0.0,1.0,0.0,-135.485,-188.606,-0.315,-25.719,0.226,0.14,0.0,0.0,-19776000.0,242000.0,23000.0,0.0,0.0,0.0,25439770.0,25439770.0,,0.0,Saúde,ServMédHospitAnálises e Diagnósticos,ServMédHospitAnálises e Diagnósticos
AFLT3,9.06,8.05,10.64,0.016,7472.24,0.07,29.02,-2.64,3.2,0.0,26.61,0.0,27.53,2.83,2.91,0.31,14.7,12.94,-3.88,-0.11,0.0,-0.92,0.91,0.09,9.63,0.674,0.0,0.534,0.507,0.11,0.1,0.107,0.2,0.056,0.093,178674000.0,196426000.0,49277000.0,587000.0,19758000.0,-19171000.0,571547382.0,552376382.0,,0.014,Utilidade Pública,Energia Elétrica,Energia Elétrica
AGRO3,28.67,19.75,32.84,0.264,16032102.87,0.091,6.9,0.03,1.34,0.0,13.77,0.0,14.7,21.32,0.86,4.16,3.17,2.67,-1.76,-0.09,0.0,-0.99,0.64,0.36,2.66,0.273,0.0,0.216,0.46,0.195,0.124,0.058,0.27,0.553,1.215,2182601000.0,3428318000.0,1761206000.0,862176000.0,1059107000.0,-196931000.0,2945386520.0,2748455520.0,Novo Mercado,0.506,Consumo não Cíclico,Agropecuária,Agricultura
AHEB3,27.5,20.0,28.9,0.375,4125.0,0.0,-3.88,-0.01,-4.89,-7.82,-6.22,-7.94,-6.31,-5.63,0.83,-7.08,1.23,-3.36,-1.07,0.0,0.22,0.18,-0.17,1.17,0.47,0.226,-0.155,-0.195,-0.317,-1.26,-0.215,0.775,0.68,0.019,0.0,-48063000.0,281956000.0,62756000.0,0.0,6652000.0,-6652000.0,238221493.0,231569493.0,,0.033,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows
AHEB5,22.0,18.0,25.5,-0.137,2348.5,0.0,-3.11,-0.01,-3.91,-7.82,-6.22,-6.35,-5.05,-5.63,0.67,-7.08,0.98,-2.69,-0.86,0.0,0.22,0.18,-0.17,1.17,0.47,0.226,-0.155,-0.195,-0.317,-1.26,-0.215,0.775,0.68,0.019,0.0,-48063000.0,281956000.0,62756000.0,0.0,6652000.0,-6652000.0,238221493.0,231569493.0,,0.033,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows
ALPA3,24.27,24.26,52.13,-0.314,85677.74,0.016,31.75,0.27,4.28,22.19,23.52,21.84,23.15,5.67,2.67,0.76,3.52,8.94,-6.13,-0.2,-1.02,-1.08,0.62,0.36,2.13,0.534,0.161,0.152,0.111,0.135,0.084,0.147,0.76,-0.036,0.105,3335248000.0,5337624000.0,3010843000.0,248435000.0,914682000.0,-666247000.0,15167488233.0,14501241233.0,Nível 1,0.305,Consumo Cíclico,Tecidos Vestuário e Calçados,Calçados
ALPA4,26.37,26.37,60.59,-0.344,103989893.39,0.017,34.5,0.29,4.65,22.19,23.52,23.73,25.15,5.67,2.91,0.76,3.83,9.71,-6.66,-0.2,-1.02,-1.08,0.62,0.36,2.13,0.534,0.161,0.152,0.111,0.135,0.084,0.147,0.76,-0.036,0.105,3335248000.0,5337624000.0,3010843000.0,248435000.0,914682000.0,-666247000.0,15167488233.0,14501241233.0,Nível 1,0.305,Consumo Cíclico,Tecidos Vestuário e Calçados,Calçados
ALSO3,22.59,18.08,32.07,-0.215,34039079.22,0.01,36.52,-0.96,0.9,14.08,21.16,12.29,18.47,25.19,0.54,0.62,6.84,4.9,-0.64,0.13,1.77,2.67,0.6,0.3,3.18,0.664,0.556,0.37,0.187,0.025,0.015,0.027,0.08,0.192,0.111,6693813000.0,11136909000.0,1788759000.0,2173996000.0,1307808000.0,866188000.0,6011780238.0,6877968238.0,Novo Mercado,0.475,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
ALUP11,25.0,22.45,28.15,-0.001,17688349.65,0.034,5.21,0.04,1.11,3.15,3.25,1.51,1.56,22.54,0.3,4.8,1.13,4.22,-0.35,1.2,1.64,1.69,0.27,0.58,1.85,0.729,0.744,0.722,0.216,0.213,0.057,0.188,0.27,0.327,0.464,6603890000.0,24502260000.0,3773839000.0,9447340000.0,1494615000.0,7952725000.0,7322996871.0,15275721871.0,Nível 2,0.478,Utilidade Pública,Energia Elétrica,Energia Elétrica
ALUP3,8.33,7.64,9.31,-0.04,86266.52,0.034,5.21,0.04,1.11,3.15,3.25,1.51,1.56,7.51,0.3,1.6,1.12,4.22,-0.35,1.2,1.64,1.69,0.27,0.58,1.85,0.729,0.744,0.722,0.216,0.213,0.057,0.188,0.27,0.327,0.464,6603890000.0,24502260000.0,3773839000.0,9447340000.0,1494615000.0,7952725000.0,7322996871.0,15275721871.0,Nível 2,0.478,Utilidade Pública,Energia Elétrica,Energia Elétrica
ALUP4,8.36,7.37,9.54,0.015,111055.7,0.034,5.23,0.04,1.11,3.15,3.25,1.52,1.56,7.51,0.3,1.6,1.13,4.23,-0.35,1.2,1.64,1.69,0.27,0.58,1.85,0.729,0.744,0.722,0.216,0.213,0.057,0.188,0.27,0.327,0.464,6603890000.0,24502260000.0,3773839000.0,9447340000.0,1494615000.0,7952725000.0,7322996871.0,15275721871.0,Nível 2,0.478,Utilidade Pública,Energia Elétrica,Energia Elétrica
AMAR3,3.59,2.88,10.01,-0.433,19647521.09,0.0,3.34,-0.02,1.01,29.15,-141.81,12.71,-61.82,3.56,0.28,1.07,0.39,3.8,-0.57,1.31,16.48,-80.16,0.28,0.72,1.17,0.453,0.03,-0.006,0.116,0.302,0.083,-0.037,0.72,-0.075,0.0,931310000.0,3370923000.0,1719450000.0,1493619000.0,275437000.0,1218182000.0,936766926.0,2154948926.0,Novo Mercado,0.427,Consumo Cíclico,Comércio,Tecidos Vestuário e Calçados
ANIM3,8.6,6.6,14.3,-0.239,22199933.65,0.0,98.81,-0.5,1.35,12.75,24.85,5.62,10.95,6.38,0.34,0.09,1.58,9.14,-0.4,1.7,7.11,13.85,0.25,0.75,1.31,0.552,0.282,0.144,0.016,0.014,0.003,0.036,0.21,0.112,-0.113,2577155000.0,10317014000.0,1615157000.0,5150615000.0,759471000.0,4391144000.0,3489426475.0,7880570475.0,Novo Mercado,0.717,Consumo Cíclico,Diversos,Serviços Educacionais
APER3,34.09,26.52,60.48,-0.154,1436837.61,0.0,-3261.31,14.98,1.33,18.26,-138.41,24.49,-185.65,25.58,0.8,-0.01,3.06,5.62,-1.14,-0.35,-6.43,48.77,0.6,0.4,1.92,1.0,0.125,-0.017,-0.001,-0.0,-0.0,-0.01,0.26,-0.114,0.0,293651000.0,489799000.0,145415000.0,0.0,102807000.0,-102807000.0,394572206.0,291765206.0,Novo Mercado,1.282,Financeiro e Outros,Previdência e Seguros,Corretoras de Seguros
ARZZ3,81.03,64.78,100.05,0.13,81928645.22,0.011,28.13,0.03,5.22,17.88,22.44,17.06,21.41,15.52,2.58,2.88,4.09,19.02,-4.96,0.18,0.57,0.72,0.49,0.5,1.4,0.513,0.24,0.191,0.145,0.186,0.092,0.16,0.63,0.073,0.191,1546535000.0,3125244000.0,1495473000.0,568258000.0,297205000.0,271053000.0,8193970914.0,8465023914.0,Novo Mercado,0.503,Consumo Cíclico,Comércio,Tecidos Vestuário e Calçados
ATOM3,3.33,2.61,11.3,-0.046,233964.61,0.09,9.09,-0.24,3.9,8.08,8.16,10.44,10.54,0.85,2.56,0.37,2.29,2.67,-121.88,-0.87,-2.32,-2.34,0.66,0.34,46.94,1.0,0.22,0.218,0.253,0.429,0.282,0.369,1.12,0.0,0.0,17865000.0,27186000.0,26615000.0,0.0,15481000.0,-15481000.0,69384660.0,53903660.0,,0.304,Financeiro e Outros,Outros,Outros
AZEV3,4.06,3.51,8.23,-0.168,215076.22,0.0,2.05,0.0,4.96,1.19,1.2,1.89,1.9,0.82,1.3,1.98,6.85,3.16,-2.7,-1.32,-0.5,-0.51,0.26,0.74,4.84,0.123,3.62,3.601,3.343,2.418,0.634,2.596,0.19,-0.384,1.441,44584000.0,170210000.0,88265000.0,0.0,58727000.0,-58727000.0,198016500.0,139289500.0,,0.782,Bens Industriais,Construção e Engenharia,Construção Pesada
AZEV4,3.41,2.27,7.64,0.496,1694897.35,0.0,1.72,0.0,4.16,1.19,1.2,1.59,1.6,0.82,1.09,1.98,5.76,2.65,-2.27,-1.32,-0.5,-0.51,0.26,0.74,4.84,0.123,3.62,3.601,3.343,2.418,0.634,2.596,0.19,-0.384,1.441,44584000.0,170210000.0,88265000.0,0.0,58727000.0,-58727000.0,198016500.0,139289500.0,,0.782,Bens Industriais,Construção e Engenharia,Construção Pesada
AZUL4,28.81,21.86,48.55,-0.322,199076598.0,0.0,-8.79,0.13,-2.03,0.0,-19.54,0.0,-42.25,-14.21,2.05,-3.28,4.56,-7.8,-3.31,0.0,0.0,-7.85,-1.01,2.01,0.59,0.098,0.0,-0.108,-0.518,-0.231,-0.233,0.115,0.45,-0.017,0.0,-17945934000.0,17777995000.0,6771661000.0,10396162000.0,3634501000.0,6761661000.0,10059125844.0,16820786844.0,Nível 2,0.502,Bens Industriais,Transporte,Transporte Aéreo
B3SA3,14.4,10.72,19.82,-0.268,649319786.39,0.068,18.68,0.76,3.91,10.24,11.92,11.65,13.57,3.69,1.61,0.77,8.56,8.87,-3.02,-0.44,-1.32,-1.54,0.41,0.59,1.64,0.907,0.734,0.631,0.458,0.209,0.086,0.124,0.19,0.333,0.165,22580298000.0,54807451000.0,25600841000.0,13951201000.0,23973936000.0,-10022735000.0,87540540000.0,77517805000.0,Novo Mercado,0.99,Financeiro e Outros,Serviços Financeiros Diversos,Serviços Financeiros Diversos
BAHI3,14.48,13.01,81.5,-0.127,46827.73,0.0,-5.89,-0.33,1.66,-78.06,-21.05,-76.09,-20.51,8.72,0.43,-2.46,0.96,-1.75,-0.49,0.04,-1.98,-0.53,0.26,0.72,0.33,0.398,-0.013,-0.047,-0.162,-0.282,-0.073,-0.094,0.45,0.0,0.0,142631000.0,552359000.0,66527000.0,45279000.0,39130000.0,6149000.0,236777467.0,242926467.0,,0.346,Consumo Cíclico,Diversos,Serviços Educacionais
BALM3,15.58,15.4,20.9,-0.165,3309.8,0.022,20.23,-0.39,1.28,6.97,9.22,9.2,12.17,12.21,0.7,0.77,1.07,1.71,-2.16,-0.14,-1.02,-1.34,0.55,0.43,2.57,0.548,0.116,0.088,0.053,0.063,0.035,0.051,0.66,0.078,-0.118,119668000.0,217381000.0,146536000.0,23825000.0,40686000.0,-16861000.0,132447000.0,115586000.0,,0.254,Saúde,Equipamentos,Equipamentos
BALM4,11.45,11.15,21.3,-0.241,9226.78,0.036,14.87,-0.29,0.94,6.97,9.22,6.76,8.95,12.21,0.52,0.77,0.78,1.25,-1.58,-0.14,-1.02,-1.34,0.55,0.43,2.57,0.548,0.116,0.088,0.053,0.063,0.035,0.051,0.66,0.078,-0.118,119668000.0,217381000.0,146536000.0,23825000.0,40686000.0,-16861000.0,132447000.0,115586000.0,,0.254,Saúde,Equipamentos,Equipamentos
BAUH4,84.89,76.98,97.9,-0.112,72276.5,0.0,22.68,0.57,4.5,0.0,25.89,0.0,26.57,18.87,2.93,3.74,2.44,-93.25,-4.16,-0.11,0.0,-0.68,0.65,0.35,0.9,0.193,0.0,0.092,0.108,0.198,0.129,0.124,1.2,0.109,0.288,98559000.0,151169000.0,44589000.0,0.0,11303000.0,-11303000.0,443314426.0,432011426.0,,0.289,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
BAZA3,40.5,37.1,41.84,0.009,29642.05,0.064,2.12,0.03,0.42,0.0,1.17,0.0,1.17,96.39,0.05,19.09,1.06,1.7,-0.05,0.0,0.0,0.0,0.12,0.88,0.0,0.425,0.0,0.909,0.502,0.198,0.023,0.0,0.05,-0.081,0.178,2857608000.0,24214388000.0,704615000.0,0.0,704615000.0,0.0,1200661664.0,1200661664.0,,0.042,Financeiro e Outros,Intermediários Financeiros,Bancos
BBAS3,32.17,26.45,35.24,0.0,393245642.74,0.07,5.3,0.61,0.67,0.0,4.69,0.0,4.72,47.72,0.05,6.07,0.87,1.89,-0.05,0.0,0.0,0.0,0.07,0.93,13.29,0.38,0.0,0.185,0.165,0.127,0.009,0.0,0.05,-0.116,0.043,136730909000.0,2033137262000.0,52773683000.0,0.0,52773683000.0,0.0,91550073789.0,91550073789.0,Novo Mercado,0.496,Financeiro e Outros,Intermediários Financeiros,Bancos
BBDC3,18.58,16.19,23.47,-0.037,119976320.61,0.05,7.45,0.11,1.22,0.0,6.37,0.0,5.79,15.19,0.13,2.49,1.92,2.74,-0.13,0.0,0.0,0.0,0.1,0.9,3.33,0.496,0.0,0.331,0.257,0.164,0.017,0.0,0.07,-0.03,0.06,147605978000.0,1443107637000.0,94103214000.0,0.0,94103214000.0,0.0,198760608353.0,198760608353.0,Nível 1,0.625,Financeiro e Outros,Intermediários Financeiros,Bancos
BBDC4,22.54,18.79,27.45,0.022,1044296814.83,0.045,9.04,0.14,1.48,0.0,6.37,0.0,7.02,15.19,0.15,2.49,2.32,3.33,-0.16,0.0,0.0,0.0,0.1,0.9,3.33,0.496,0.0,0.331,0.257,0.164,0.017,0.0,0.07,-0.03,0.06,147605978000.0,1443107637000.0,94103214000.0,0.0,94103214000.0,0.0,198760608353.0,198760608353.0,Nível 1,0.625,Financeiro e Outros,Intermediários Financeiros,Bancos
BBRK3,1.26,0.95,4.0,-0.471,1902813.87,0.0,-0.79,0.07,2.39,-0.76,-0.74,-0.9,-0.88,0.53,0.58,-1.6,0.71,-2.49,-0.76,-0.48,0.18,0.18,0.24,0.75,0.5,0.621,-0.789,-0.81,-0.904,-3.027,-0.736,-2.698,0.81,-0.094,0.0,41469000.0,170517000.0,40287000.0,0.0,20014000.0,-20014000.0,102876689.0,82862689.0,Novo Mercado,0.993,Financeiro e Outros,Exploração de Imóveis,Intermediação Imobiliária
BBSE3,22.98,18.4,28.24,-0.176,111703538.65,0.043,12.68,-1.09,5.91,0.0,9.96,0.0,9.92,3.89,3.97,1.81,0.0,22.79,-5.93,0.0,0.0,0.0,0.67,0.33,2.11,0.0,0.0,0.0,0.0,0.466,0.313,0.0,0.0,0.0,-0.03,7781880000.0,11581605000.0,3829751000.0,0.0,2753776000.0,0.0,46160000000.0,46160000000.0,Novo Mercado,0.336,Financeiro e Outros,Previdência e Seguros,Seguradoras
BDLL3,10.82,8.0,24.31,-0.555,6189.13,0.0,-0.45,0.01,-0.09,0.0,-6.18,0.0,-0.41,-116.78,0.03,-23.93,1.58,-0.07,-0.04,0.0,0.0,-5.8,-0.28,1.28,0.5,-0.981,0.0,-3.854,-3.504,-0.205,-0.058,-0.919,0.02,-0.461,0.0,-186846000.0,664505000.0,264434000.0,244447000.0,293000.0,244154000.0,16299336.0,260453336.0,,0.769,Bens Industriais,Máquinas e Equipamentos,Máq e Equip Industriais
BDLL4,9.8,8.79,16.5,-0.098,8243.38,0.0,-0.41,0.01,-0.08,0.0,-6.18,0.0,-0.37,-116.78,0.02,-23.93,1.43,-0.06,-0.04,0.0,0.0,-5.8,-0.28,1.28,0.5,-0.981,0.0,-3.854,-3.504,-0.205,-0.058,-0.919,0.02,-0.461,0.0,-186846000.0,664505000.0,264434000.0,244447000.0,293000.0,244154000.0,16299336.0,260453336.0,,0.769,Bens Industriais,Máquinas e Equipamentos,Máq e Equip Industriais
BEEF3,9.2,7.53,10.82,0.071,56862193.78,0.117,9.93,-0.31,11.57,5.0,5.83,2.47,2.88,0.8,0.27,0.93,0.22,0.81,-0.95,12.04,2.57,3.0,0.02,0.98,1.92,0.171,0.09,0.077,0.022,1.165,0.028,0.133,1.23,0.153,0.0,483053000.0,20393241000.0,14491544000.0,13845730000.0,8030709000.0,5815021000.0,5508060501.0,11323081501.0,Novo Mercado,0.429,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
BEES3,5.02,4.58,5.27,-0.004,97795.22,0.068,6.71,0.77,0.86,0.0,4.28,0.0,4.17,5.82,0.05,0.75,0.9,0.36,-0.05,0.0,0.0,0.0,0.05,0.95,0.0,0.459,0.0,0.217,0.135,0.129,0.007,0.0,0.05,-0.072,0.086,1837763000.0,33781506000.0,4345824000.0,0.0,4345824000.0,0.0,1628672648.0,1628672648.0,,0.046,Financeiro e Outros,Intermediários Financeiros,Bancos
BEES4,5.66,5.31,6.16,-0.034,11987.43,0.061,7.56,0.87,0.97,0.0,4.28,0.0,4.7,5.82,0.05,0.75,1.02,0.41,-0.06,0.0,0.0,0.0,0.05,0.95,0.0,0.459,0.0,0.217,0.135,0.129,0.007,0.0,0.05,-0.072,0.086,1837763000.0,33781506000.0,4345824000.0,0.0,4345824000.0,0.0,1628672648.0,1628672648.0,,0.046,Financeiro e Outros,Intermediários Financeiros,Bancos
BGIP3,35.78,31.0,42.27,-0.153,7155.0,0.032,5.92,0.11,0.98,0.0,3.38,0.0,4.03,36.44,0.07,6.04,0.81,0.37,-0.09,0.0,0.0,0.0,0.08,0.92,0.0,0.69,0.0,0.201,0.137,0.166,0.013,0.0,0.09,0.007,0.277,556943000.0,7364852000.0,1495710000.0,0.0,1495710000.0,0.0,459240529.0,459240529.0,,0.101,Financeiro e Outros,Intermediários Financeiros,Bancos
BGIP4,24.31,21.63,25.98,0.026,6746.18,0.051,4.02,0.08,0.67,0.0,3.38,0.0,2.74,36.44,0.05,6.04,0.55,0.25,-0.06,0.0,0.0,0.0,0.08,0.92,0.0,0.69,0.0,0.201,0.137,0.166,0.013,0.0,0.09,0.007,0.277,556943000.0,7364852000.0,1495710000.0,0.0,1495710000.0,0.0,459240529.0,459240529.0,,0.101,Financeiro e Outros,Intermediários Financeiros,Bancos
BIDI11,27.9,20.7,84.86,-0.462,485885785.39,0.002,448.5,0.11,2.81,1586.21,-282.73,1586.78,-282.83,9.93,0.72,0.06,14.39,-7.19,-1.15,0.0,0.0,0.0,0.25,0.75,0.79,0.543,0.009,-0.051,0.032,0.006,0.002,0.0,0.05,0.141,0.102,8536608000.0,33528425000.0,12647843000.0,0.0,1757287000.0,0.0,23972418534.0,23972418534.0,Nível 2,0.68,Financeiro e Outros,Intermediários Financeiros,Bancos
BIDI3,9.22,6.96,28.2,-0.467,11033881.83,0.002,444.65,0.11,2.79,1586.21,-282.73,1573.13,-280.4,3.31,0.71,0.02,14.27,-7.13,-1.14,0.0,0.0,0.0,0.25,0.75,0.79,0.543,0.009,-0.051,0.032,0.006,0.002,0.0,0.05,0.141,0.102,8536608000.0,33528425000.0,12647843000.0,0.0,1757287000.0,0.0,23972418534.0,23972418534.0,Nível 2,0.68,Financeiro e Outros,Intermediários Financeiros,Bancos
BIDI4,9.3,7.01,28.48,-0.462,109914018.61,0.002,448.5,0.11,2.81,1586.21,-282.73,1586.78,-282.83,3.31,0.72,0.02,14.39,-7.19,-1.15,0.0,0.0,0.0,0.25,0.75,0.79,0.543,0.009,-0.051,0.032,0.006,0.002,0.0,0.05,0.141,0.102,8536608000.0,33528425000.0,12647843000.0,0.0,1757287000.0,0.0,23972418534.0,23972418534.0,Nível 2,0.68,Financeiro e Outros,Intermediários Financeiros,Bancos
BIOM3,14.03,12.2,17.95,-0.101,136164.96,0.0,-13.89,-0.51,7.26,-22.91,-18.76,-20.42,-16.72,1.93,2.67,-1.01,9.92,13.34,-4.53,0.86,-2.42,-1.98,0.37,0.63,1.96,0.253,-0.486,-0.593,-0.714,-0.523,-0.193,-0.195,0.27,0.0,0.0,142109000.0,385684000.0,157778000.0,177300000.0,55071000.0,122229000.0,1035279196.0,1157508196.0,,0.325,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
BKBR3,6.5,5.18,12.4,-0.345,13053590.22,0.0,-4.53,-0.16,1.16,-43.67,-7.94,-36.11,-6.56,5.62,0.48,-1.43,0.68,16.81,-0.61,0.22,-7.0,-1.27,0.42,0.58,1.16,0.606,-0.019,-0.104,-0.151,-0.255,-0.106,-0.136,0.7,0.187,0.0,1547138000.0,3710920000.0,792640000.0,832677000.0,485766000.0,346911000.0,1817345950.0,2164256950.0,Novo Mercado,0.99,Consumo Cíclico,Hoteis e Restaurantes,Restaurante e Similares
BMEB3,11.8,7.65,12.79,0.439,2130.6,0.1,6.51,0.16,1.11,3.94,4.48,4.02,4.58,10.62,0.1,1.81,0.51,1.06,-0.19,0.0,0.0,0.0,0.09,0.91,1.28,0.777,0.126,0.11,0.078,0.171,0.016,0.0,0.2,-0.094,0.129,1112836000.0,11975530000.0,5423211000.0,0.0,1860272000.0,0.0,1212016867.0,1212016867.0,Nível 1,0.477,Financeiro e Outros,Intermediários Financeiros,Bancos
BMEB4,11.17,7.36,11.34,0.46,69543.35,0.116,6.16,0.15,1.05,3.94,4.48,3.81,4.33,10.62,0.1,1.81,0.48,1.0,-0.18,0.0,0.0,0.0,0.09,0.91,1.28,0.777,0.126,0.11,0.078,0.171,0.016,0.0,0.2,-0.094,0.129,1112836000.0,11975530000.0,5423211000.0,0.0,1860272000.0,0.0,1212016867.0,1212016867.0,Nível 1,0.477,Financeiro e Outros,Intermediários Financeiros,Bancos
BMGB4,3.15,2.38,4.86,-0.348,3212502.61,0.1,7.42,-0.2,0.47,12.97,26.58,12.97,26.58,6.7,0.05,0.42,0.43,0.0,-0.06,0.0,0.0,0.0,0.12,0.88,0.0,0.65,0.033,0.016,0.058,0.063,0.007,0.0,0.13,0.12,0.036,3910249000.0,33436606000.0,514207000.0,0.0,514207000.0,0.0,1837182095.0,1837182095.0,Nível 1,0.176,Financeiro e Outros,Intermediários Financeiros,Bancos
BMIN3,20.0,19.7,26.44,-0.029,4815.75,0.0,25.39,0.2,0.76,0.0,14.86,0.0,15.0,26.16,0.41,0.79,8.07,43.71,-0.64,0.0,0.0,0.0,0.53,0.47,1.03,0.795,0.0,0.538,0.318,0.03,0.016,0.0,0.05,-0.018,-0.013,126234000.0,236582000.0,84994000.0,0.0,2872000.0,0.0,95580814.0,95580814.0,,0.085,Financeiro e Outros,Intermediários Financeiros,Bancos
BMIN4,18.7,17.0,25.39,-0.091,17486.18,0.104,23.74,0.19,0.71,0.0,14.86,0.0,14.03,26.16,0.38,0.79,7.54,40.87,-0.6,0.0,0.0,0.0,0.53,0.47,1.03,0.795,0.0,0.538,0.318,0.03,0.016,0.0,0.05,-0.018,-0.013,126234000.0,236582000.0,84994000.0,0.0,2872000.0,0.0,95580814.0,95580814.0,,0.085,Financeiro e Outros,Intermediários Financeiros,Bancos
BMKS3,240.0,213.52,255.0,0.013,2686.11,0.033,26.52,57.18,0.57,-6.72,-30.02,27.0,120.6,418.61,0.51,9.05,5.6,0.68,-2.26,-0.72,-33.72,-150.61,0.89,0.11,37.44,0.352,0.207,0.046,0.211,0.022,0.019,-0.0,0.09,0.011,-0.174,190364000.0,213352000.0,165154000.0,2514000.0,138818000.0,-136304000.0,109140000.0,-27164000.0,,0.301,Consumo Cíclico,Viagens e Lazer,Bicicletas
BNBR3,68.01,63.51,73.0,0.006,18080.0,0.07,4.58,21.81,0.82,0.0,2.52,0.0,2.52,82.52,0.1,14.86,1.37,1.02,-0.11,0.0,0.0,0.0,0.12,0.88,0.0,0.732,0.0,0.544,0.3,0.18,0.021,0.0,0.07,-0.095,0.332,7127654000.0,60535639000.0,5756274000.0,0.0,5756274000.0,0.0,5874123267.0,5874123267.0,,0.007,Financeiro e Outros,Intermediários Financeiros,Bancos
BOBR4,1.56,1.47,3.16,-0.325,80698.65,0.0,3.21,0.01,-3.54,2.79,3.2,2.37,2.72,-0.44,0.46,0.49,0.37,-1.6,-0.76,0.0,1.67,1.92,-0.13,1.13,0.58,0.293,0.155,0.135,0.114,-1.101,0.143,0.532,1.25,0.011,0.0,-114831000.0,883826000.0,348726000.0,316031000.0,29331000.0,286700000.0,191715361.0,478415361.0,,0.273,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza
BPAC11,24.75,18.53,31.8,-0.056,324308145.48,0.016,13.14,0.09,2.62,10.05,12.21,10.13,12.31,9.45,0.28,1.88,7.27,6.78,-0.92,0.0,0.0,0.0,0.11,0.89,1.06,0.429,0.718,0.591,0.553,0.199,0.021,0.0,0.04,0.025,0.579,36259353000.0,340556056000.0,236904721000.0,0.0,52066841000.0,0.0,94158414744.0,94158414744.0,Nível 2,0.339,Financeiro e Outros,Intermediários Financeiros,Bancos
BPAC3,14.75,9.84,21.06,0.241,269566.26,0.009,23.49,0.15,4.68,10.05,12.21,18.11,22.01,3.15,0.5,0.63,13.0,12.12,-1.64,0.0,0.0,0.0,0.11,0.89,1.06,0.429,0.718,0.591,0.553,0.199,0.021,0.0,0.04,0.025,0.579,36259353000.0,340556056000.0,236904721000.0,0.0,52066841000.0,0.0,94158414744.0,94158414744.0,Nível 2,0.339,Financeiro e Outros,Intermediários Financeiros,Bancos
BPAC5,4.86,4.3,8.69,-0.297,220420.39,0.026,7.74,0.05,1.54,10.05,12.21,5.97,7.25,3.15,0.16,0.63,4.28,3.99,-0.54,0.0,0.0,0.0,0.11,0.89,1.06,0.429,0.718,0.591,0.553,0.199,0.021,0.0,0.04,0.025,0.579,36259353000.0,340556056000.0,236904721000.0,0.0,52066841000.0,0.0,94158414744.0,94158414744.0,Nível 2,0.339,Financeiro e Outros,Intermediários Financeiros,Bancos
